"ID","Viewpoint","Location","Collar","Tie","Skirt","Uniform","Sleeve","NSFW","Mood","Subject","Gender","Time","Author","Remarks"
"20200921-29","Side","","Navy Blue","","Navy Blue","White","0","0","1","1","0","","きりんりん",
"20200921-3","Front,Side,Top","Bed","Navy Blue","Red","Navy Blue","White","1","2","2","2","0,1","","fumi11号","Gag,Vibrator,Masturbation,Handjob,Orgasm"
"20200921-30","Front","","Navy Blue","Grue","Navy Blue","White","0","0","2","1","0","","隠蓑",
"20200921-31","Front","Train,Streets","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","かまいるか","Face Mask,Glasses"
"20200921-32","Front,Side","Bed","Black","Red","Black","Black","1","0","0,1","1","0","","かまいるか","Glasses"
"20200921-33","Front","Bed","Black","Red","/","Black","1","1","0,1","1","0","","かまいるか","Glasses,Breasts"
"20200921-34","Front","","Black","Red","Black","Black","1","0","0,1","1","0","","かまいるか","Glasses"
"20200921-35","Front","","Black","Red","Black","Black","1","0","2","1","0","","かまいるか","Glasses"
"20200921-36","Front","","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","","ゆき国",
"20200921-37","Front,Side","Train,Streets","Navy Blue","Black","Navy Blue","White","0","1","0","1","0","0","有栖かずみ","Pee"
"20200921-38","Back","Building","Navy Blue","","Navy Blue","Navy Blue","1","1","0","1","0","","有栖かずみ","Pee"
"20200921-39","Side","Building","Navy Blue","Navy Blue","Navy Blue","White","1","1","2","1","0","0","yk","Undressing,Breasts"
"20200921-4","Front","","Navy Blue","Red","Navy Blue","Ivory","1","0","2","1","0","","fumi11号",
"20200921-40","Front,Side","","Navy Blue","Light Blue","Navy Blue","White","1","0","2","1","0","","うなぎ団子","Hyouka,Eru Chitanda"
"20200921-5","Side","Bed","Navy Blue","Light Blue","Navy Blue","White","1","2","0","2","0","","fumi11号","Gag,Vibrator"
"20200921-6","Front","Classroom","Black","","/","White","0","2","2","1","0","0","かゑで","Breasts,Undressing"
"20200921-7","Front","","Black","Red","Black","White","1","0","1","1","0","","かゑで",
"20200921-8","Front","","Navy Blue","Red","Navy Blue","White","0","1","0","1","0","","たわしはいなり","Pee"
"20200921-9","Front,Side","","Navy Blue","Red","/","White","1","2","0","1","0","","麦茶しかない自動販売機","Vibrator,Tickling,Blindfold,Dialog"
"20200922-1","Side","Wilderness","Light Blue","Red","Navy Blue","White","0","0","1,2","1","0","0","うなぎ団子",
"20200922-10","Front,Bottom","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","のづ",
"20200922-2","Front","Streets","Light Blue","Red","Light Blue","Ivory","1","0","0,1","1","0","0","うなぎ団子",
"20200922-3","Side","Streets","Navy Blue","Red","Navy Blue","Ivory","1","0","1","1","0","0","うなぎ団子",
"20200922-4","Front,Side","","Purple","Pink","Purple","Purple","1","0","2","1","0","","うなぎ団子",
"20200922-5","Front","Wilderness","Black","Red","Black","White","0","0","1,2","1","0","1","うなぎ団子",
"20200922-6","Side","Wilderness","Light Blue","Red","Light Blue","White","0","0","2","1","0","0","うなぎ団子",
"20200922-7","Side","Building","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","うなぎ団子","Umbrella"
"20200922-8","Front","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","ホぺ　( ホクリクペンギン)","Kantai Collection,Hibiki"
"20200922-9","Back","","Black","","Black","Black","1","0","","1","0","","TokiSan",
"20200923-1","Front,Side","","White","Blue","Blue","White","0","0","2","1","0","","ふるとり","Hairdressing"
"20200923-10","Front","","Light Blue","Red","Light Blue","White","1","0","1","1","0","","M子","Azur Lane,Nagato,Dog"
"20200923-2","Front","","Black","Red","Black","White","0","0","1","1","0","","uNits",
"20200923-3","Front","","White","Dim Blue","Dim Blue","White","0","0","2","1","0","","かぷりちお","Cat,Dialog"
"20200923-4","Front","","White","Dim Blue","Black","White","0","0","2","1","0","","かぷりちお","Dialog,Angel"
"20200923-5","Front","House","Green,Black","Red","Green,Black","White","0","1","2","1","0","0","msh",
"20200923-6","Side","House","Green,Black","Red","Green,Black","White","0","0","1","1","0","0","msh",
"20200923-7","Front","Building","Navy Blue","Red","Navy Blue","White","1","2","1,2","1","0","0","のっふん","Breasts,Intercourse,Cum,Elf,Undressing,Vagina"
"20200923-8","Front,Side,Bottom","","Black","Red","Black","Black","1","0","2","1","0","","はらけんし",
"20200923-9","Side,Back","Wilderness","Navy Blue","","Navy Blue","White","0","0","1","1","0","0","M子",
"20200924-1","Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","1","900P",
"20200924-10","Front","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","あるぴす",
"20200924-2","Front","","Navy Blue","Red","","White","1","0","2","1","0","","うみ猫／umineco","Tears"
"20200924-3","Front","","Navy Blue","Light Blue","","White","1","0","1","1","0","","うみ猫／umineco","Dialog"
"20200924-4","Front,Side","Building","Navy Blue","Light Blue","","White","1","0","2","1","0","0","うみ猫／umineco","Re:Zero Kara Hajimaru Isekai Seikatsu,Rem,Demon"
"20200924-5","Front,Side","","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","","うみ猫／umineco","Cat"
"20200924-6","Side,Back","Wilderness","Navy Blue","","Navy Blue","White","0","0","1","1","0","0","ふじたりあん",
"20200924-7","Front,Bottom","Streets,Tokyo","Gray","Red","Gray","White","0","0","2","1","0","2","ふじたりあん","Weapon,Sword"
"20200924-8","Front,Side","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","のんのん","Animal"
"20200924-9","Front,Side","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","あるぴす","Cat"
"20200925-1","Front","Building","Black","Red","Black","White","0","1","0,1","1","0","0","jaku denpa","In Water"
"20200925-2","Front","","Navy Blue","Red","","White","1","0","2","1","0","","あるぴす","Love Letter"
"20200925-3","Front","","Navy Blue","Red","","White","0","0","2","1","0","","あるぴす",
"20200925-4","Side","","Navy Blue","Black","","White","0","0","2","1","0","","あるぴす",
"20200925-5","Side","Streets","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","あるぴす",
"20200928-1","Side","","Red","Pink","Red","White","0","0","2","1","1","","あるぴす","Fate/Grand Order,Astolfo"
"20200928-10","Front,Top","Pool","Navy Blue","Red","Navy Blue","Translucent White","0","1","1","1","0","0","えるむ","Swimsuit"
"20200928-11","Front","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","えるむ",
"20200928-12","Front","Wilderness","Navy Blue","Red","Navy Blue","Translucent White","0","1","2","1","0","0","えるむ","In Water"
"20200928-13","Front","House,Sofa","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","2","ルナジ",
"20200928-14","Front,Side","Wilderness","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","0","M1YU","Umbrella,Rainfall"
"20200928-15","Side,Back","Building","Navy Blue","Dim Blue","Navy Blue","White","0","2","2","1","0","0","ぺぺやま","Intercourse,Dialog"
"20200928-2","Back","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","あるぴす",
"20200928-3","Front,Side","","Navy Blue","Light Blue","Navy Blue","White","1","1","1","1","0","","Angel(あんへる)",
"20200928-4","Front","","Navy Blue","Red","Navy Blue","White","1","1","2","1","0","","かゑで",
"20200928-5","Top","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","Tじろ～","Kemono Friends,Dog"
"20200928-6","Front","","White","Red","","Navy Blue,Black","1","0","2","1","0","","にゅちゃ",
"20200928-7","Front","","Navy Blue","Navy Blue","","White","1","0","1","1","0","","にゅちゃ","Eru Chitanda,Hyouka"
"20200928-8","Front","","Black","Red","Black","White","0","1","1","1","0","","あんきも","The Idolmaster: Cinderella Girls,Shirasaka Koume"
"20200928-9","Side,Top","House,Sofa","Navy Blue","Red","/","White","0","1","1","1","0","0","えるむ","Undressing"
"20200929-1","Back,Side","Wilderness","White","","Navy Blue","Mint Green,Grue","1","0","2","1","0","0","puala",
"20200929-10","Side","","Gray","Red","Gray","White","1","0","1","1","0","","ツヅキエイミ","Love Letter"
"20200929-2","Side","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","puala","Cat"
"20200929-3","Top","","Black","Red","Black","Black","1","0","0,1","1","0","","puala","Tears,Gag"
"20200929-4","Front","","Black","Black","Black","Gray","1","0","1","1","0","","puala","Tears"
"20200929-5","Front","Wilderness","Navy Blue","","Black","White","1","0","1","1","0","0","puala",
"20200929-6","Front,Side","Building","Navy Blue","Red","","White","1","0","1","1","0","0","Kentaro Morita",
"20200929-7","Front","","Navy Blue","Red","","White","1","0","0","1","0","","Kentaro Morita",
"20200929-8","Front","Wilderness","Navy Blue","Dim Blue","","White","0","0","2","1","0","0","HORI",
"20200929-9","Front","Streets","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","HORI",
"20200930-1","Front","","Navy Blue","Red","","White","1","0","1","1","0","","蓼丸琥珀","Dialog"
"20200930-2","Side","Building","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","瑞稀(おみず)",
"20200930-3","Front","","Black","Blue","Black","Black","1","0","1","1","0","","那乃倶ている","Glasses"
"20200930-4","Front","","White","Navy Blue","White","White","1","0","1,2","1","0","","😭",
"20200930-5","Front","","Black","Red","Black","White,Brown","1","0","0","1","0","","😭",
"20200930-6","Front,Side","","Black","Red","Black,Brown","White","1","0","1","1","0","","😭",
"20200930-7","Top","Bed","Navy Blue","Light Blue","Navy Blue","White","1","1","1","1","0","0","Angel(あんへる)","Dialog"
"20200930-8","Front","","Black","Red","Black","White","0","2","2","1","0","","須影","Undressing,Breasts,Intercourse,VOCALOID,Hatsune Miku"
"20200930-9","Front","","Purple","Pink","Light Blue","White","1","2","1","1","0","","[り陸奥たか]","Gag,Vibrator"
"20201001-1","Front","Building","Black","White","Black","Black","0","0","2","2","0","","ぴりぷん","Yuri,Hand Holding"
"20201001-10","Side","Streets","Navy Blue","Red","","White","","0","1","1","0","2","ゆがー","Rainfall,Umbrella"
"20201001-11","Front,Side","Wilderness","Light Blue","Light Blue","Light Blue","White","0","0","2","1","0","0","えのきたろ",
"20201001-2","Front","Wilderness","Light Blue","Light Blue","Light Blue","White","0","0","2","1","0","1","なまま三兄弟",
"20201001-3","Back","","Navy Blue","Red","Navy Blue","White","1","2","2","1","0","","みかみん","Intercourse,Cum,Breasts,Undressing"
"20201001-4","Side","","Navy Blue","Red","","White","","0","2","1","0","","秦来ノア",
"20201001-5","Front","","Navy Blue","White","Navy Blue","Navy Blue","1","0","2","1","0","","emily","Breasts"
"20201001-6","Front,Side","","Black","White","Black","Black","1","0","1","1","0","","emily","Cat"
"20201001-7","Front","","Black","White","Black","Black","1","0","1","1","0","","emily",
"20201001-8","Front,Side","","Gray","Light Blue","","White","0","0","2","1","0","","emily","Love Live! Sunshine!!,Dia Kurosawa"
"20201001-9","Front","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","ホぺ　( ホクリクペンギン)","Kantai Collection,Hibiki"
"20201003-1","Front,Side,Bottom","","Navy Blue","Green","Gray","White,Black","1","0","1","1","0","","10月ミリリットル","Touhou Project,Youmu Konpaku,Weapon"
"20201003-10","Front,Side","Train,Streets","Navy Blue","Light Blue","Navy Blue","White","1","0","0","1","0","","ちくわ。","Tears"
"20201003-2","Front,Side","Streets","Black","White","Orange","Black","1","0","1","1","0","2","kodue","Snow"
"20201003-3","Back,Side","Sofa","Light Blue","","Light Blue","White","1","1","1,2","1","0","","ちくわ。",
"20201003-4","Front,Side","","Light Blue","White","Light Blue","White,Purple","1","0","2","1","0","","ちくわ。",
"20201003-5","Front,Side","","Light Blue","White","Light Blue","White,Purple","1","0","2","1","0","","ちくわ。","Cat"
"20201003-6","Front","Streets","Navy Blue","Light Blue","","White","1","0","0","1","0","","ちくわ。","Rainfall,Umbrella"
"20201003-7","Front,Side","School","Navy Blue","Light Blue","Navy Blue","White","1","0","1","1","0","2","ちくわ。",
"20201003-8","Side","Building","Navy Blue","Light Blue","Navy Blue","White","0","0","1","1","0","","ちくわ。",
"20201003-9","Front","","Navy Blue","Light Blue","Navy Blue","White","1","0","0","1","0","","ちくわ。","Tears"
"20201005-1","Back","Bed","Light Blue","Light Blue","Light Blue","Translucent White","1","1","1","1","0","","ちくわ。",
"20201005-10","Side","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","2","0","","たけの このよう。","Yuri,Kimetsu no Yaiba,Kanao Tsuyuri,Shinobu Kochou"
"20201005-2","Side","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","ちくわ。",
"20201005-3","Front","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","ちくわ。",
"20201005-4","Front","","White","Yellow","Navy Blue","White","0","0","2","1","0","","ちくわ。",
"20201005-5","Front,Side,Top","Streets","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","ちくわ。","Umbrella"
"20201005-6","Side","Wilderness","Navy Blue","Light Blue","Navy Blue","White","0","0","0,1","1","0","0","mellow",
"20201005-7","Side","Wilderness","Black","Red","Black","Black","1","0","1","1","0","1,2","mellow",
"20201005-8","Front","School","Navy Blue","Red","Light Blue","White","1","0","2","1","0","1","塩かずのこ🍀","Confession,Love Letter"
"20201005-9","Side","Wilderness","White","Red","Light Blue","White","1","0","1,2","1","0","0","猫村みどり",
"20201006-1","Front,Top","House","White","Black","Black","White","0","0","2","1","0","0","たけの このよう。",
"20201006-10","Front,Side","Wilderness","Navy Blue","Red","","White","1","0","2","1","0","0","ひゃくにん。","Cat"
"20201006-2","Front","","Gray","Yellow","Gray","White","0","0","2","1","0","","たけの このよう。","Love Live! Sunshine!!,Ruby Kurosawa"
"20201006-3","Front,Side","","Navy Blue","Gray","Navy Blue","White","1","0","2","1","0","","裸の男さん","Hyouka,Eru Chitanda"
"20201006-4","Side","Building","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","2","0","","万年喪服","Cat"
"20201006-5","Front,Side","Bed","Navy Blue","Light Blue","Navy Blue","White","1","1","1","1","0","","Angel(あんへる)","Dialog"
"20201006-6","Front","Wilderness","White","Light Blue","","White","0","0","1,2","1","0","1","ひゃくにん。",
"20201006-7","Front","","Light Blue","Blue","Navy Blue","White","1","0","1","1","0","","ひゃくにん。",
"20201006-8","Front","","White","Light Blue","Navy Blue","White","0","0","1","1","0","","ひゃくにん。",
"20201006-9","Side","Building","Black","Red","","White","1","0","2","1","0","1,2","ひゃくにん。","Hyouka,Eru Chitanda"
"20201007-1","Front","","Navy Blue","Red","","White","0","0","1","1","0","","昼汰くあ","VTuber,Hololive,GawrGura"
"20201007-10","Front","Building,Streets","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","はる🦋","Rem,Demon,Re: Zero kara Hajimeru Isekai Seikatsu"
"20201007-2","Front","Bed","Navy Blue","Red","/","Navy Blue","1","2","0","1","0","","secret domain","Glasses,Breasts,Undressing"
"20201007-3","Front","","Black","White","Black","Black","1","0","0","1","0","","無名",
"20201007-4","Front,Side,Top","Building","Black","Red","Black","Black","1","2","0","1","0","","ピザ萬","Tears"
"20201007-5","Front","Building","Black","Red","Black","Black","1","2","0","1","0","","ピザ萬","Tears"
"20201007-6","Front","","Navy Blue","Blue","Navy Blue","White","1","0","1,2","1","0","","gacha","Hyouka,Eru Chitanda"
"20201007-7","Front","","Navy Blue","Red","","White","1","1","2","1","0","","な","Tears"
"20201007-8","Top","Bed","Navy Blue","Red","Navy Blue","White","0","2","0","1","0","","ぱすぴ","Vibrator,Tickling"
"20201007-9","Front","","Black","Red","Black","White","1","0","2","1","0","","ひら","Hibiki,Kantai Collection"
"20201009-1","Front","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","はる🦋","Pokemon,Marnie,Cat"
"20201009-10","Front,Back","","Navy Blue","","Navy Blue","White","1","2","2","3","0","","霜降り まぐろ","Vibrators,Yuri,Dialog"
"20201009-2","Front","Wilderness,Beach","Black","Red","Black","Translucent White","0","1","1","1","0","0","はる🦋","VTuber,Siro"
"20201009-3","Front","Bed","White","Red","Light Purple","Navy Blue","1","1","1,2","1","0","","はる🦋","VTuber,Yuzuki Roa,Demon"
"20201009-4","Side","Bed","White","Blue","Blue","White","0","0","2","1","0","0","RUDA",
"20201009-5","Front,Side","Building","Black","Red","Black","WHite","1","0","1","1","0","","Moru",
"20201009-6","Front","","Black","Light Blue","","White","1","0","0","1","0","","Moru","Hyouka,Eru Chitanda,Confession,Tears"
"20201009-7","Front,Side","","White","Black","Black","White","0","0","2","1","0","","あんず",
"20201009-8","Front","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","1,2","1","0","0","有栖川びぃ","In Water"
"20201009-9","Front","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","有栖川びぃ",
"20201010-1","Front","School","Black","Purple","Black","White","1","1","1,2","1","0","0","yk",
"20201010-10","Back","","Navy Blue","","/","White","0","2","0","1","0","0","ぶれんぼ","Vagina,Undressing"
"20201010-2","Front,Bottom","","Black","Purple","Black","White","1","1","1","1","0","","yk",
"20201010-3","Front,Side,Bottom","Wilderness,Pool","Black","Purple","Black","White","1","1","2","1","0","0","yk",
"20201010-4","Front,Top","","Black","Red","Black","Black","1","0","1","1","0","0","yk",
"20201010-5","Front,Side","","Navy Blue","Red","Navy Blue","White","0","1","0,1","1","0","0","yk","Azur Lane,Admiral Graf Spee"
"20201010-6","Front","Wilderness","Gray","Red","","Gray","1","0","0","1","0","1","465","Tears"
"20201010-7","Side","","White","Navy Blue","White","Grue","0","0","2","1","0","","M子","BanG Dream! Girls Band Party!,Arisa Ichigaya"
"20201010-8","Front","Streets","Navy Blue","Red","","White","0","0","2","1","0","2","しぐれうい","Umbrella,Rainfall"
"20201010-9","Back","Streets","Light Blue","","Light Blue","White","1","0","1","1","0","0","しぐれうい",
"20201012-1","Front,Side","School","Black","Dim Blue","Black","Black","1","0","1","1","0","0,1","黒龍眼（こくりう）",
"20201012-10","Front","","Navy Blue","Light Blue","Navy Blue","White","0","0","1,2","2","0","","うさもち。",
"20201012-2","Back","Wilderness","Navy Blue","","Navy Blue","White","0","0","1","1","0","1,2","雨森ほわ",
"20201012-3","Front","","Navy Blue","Red","","White","0","0","0","1","0","","雨森ほわ",
"20201012-4","Back","Streets,Wilderness","White","","Black","Black","1","0","1","1","0","1,2","雨森ほわ",
"20201012-5","Front,Side,Top","Pool","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","1","0","0","吉森伊佐","In Water"
"20201012-6","Front","School","Gray","Red","Gray","White","0","0","2","1","0","0","フラット",
"20201012-7","Front,Top","Wilderness","Navy Blue","Light Blue","","Translucent White","1","1","1","1","0","","はぶらえる","Rainfall,Breasts,Glasses"
"20201012-8","Front,Side","Train,Streets","Navy Blue","Navy Blue","Navy Blue","White","1","0","1","1","0","","Parum",
"20201012-9","Front","","Black","White","Black","Black","1","0","2","1","0","","うさもち。",
"20201014-1","Front,Side","","Navy Blue","Red","","Navy Blue","","0","2","1","0","","うさもち。",
"20201014-10","Side","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","うさもち。","In Water"
"20201014-2","Front,Side","","Navy Blue","Green,Lime","","Navy Blue","1","0","1","1","0","","うさもち。",
"20201014-3","Top","","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","2","0","","うさもち。",
"20201014-4","Top","","Navy Blue","Red","Navy Blue","White","1","0","1,2","1","0","","うさもち。",
"20201014-5","Front","","Navy Blue","Grue,Green","Navy Blue","White","0","0","1,2","1","0","","うさもち。",
"20201014-6","Front,Side","","Navy Blue","White","Navy Blue","Navy Blue","1","0","0","1","0","","うさもち。",
"20201014-7","Front,Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","うさもち。",
"20201014-8","Front,Side,Top","","Navy Blue","Red","Navy Blue","White","1","0","1,2","1","0","","うさもち。","Hairdressing"
"20201014-9","Side","","Navy Blue","Red","Navy Blue","White","1","0","0","1","0","","うさもち。",
"20201015-1","Front","","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","0","ぬるを",
"20201015-10","Front,Side","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","tabcho",
"20201015-2","Front","Sofa,Building,House","Light Blue","Yellow","Light Blue","White,Yellow","1","1","2","1","0","","ゆーね",
"20201015-3","Front","","Light Blue","Red","Light Blue","White,Yellow","1","1","0,1","1","0","","ゆーね",
"20201015-4","Side","","Black","","","White","0","0","0","1","0","","ははこ",
"20201015-5","Front","","Navy Blue","White","","Navy Blue","1","0","1","1","0","","ははこ","Love Live!,Anata-chan"
"20201015-6","Bottom,Front","School","","Yellow","Navy Blue","White","0","1","2","1","0","","九のこ",
"20201015-7","Front","Building","White","Red","Black","White","1","0","2","1","0","2","九のこ",
"20201015-8","Front","Bed","Navy Blue","Red","Navy Blue","White,Ivory","1","1","2","1","0","","九のこ",
"20201015-9","Front","","Pink","Pink","Pink","White","0","0","2","1","1","","MoJo?","Astolfo,Fate/Grand Order"
"20201016-1","Front,Side","","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","1","0","","BC","Cat"
"20201016-2","Front","","Navy Blue","Yellow","Navy Blue","Navy Blue","1","0","1","1","0","","BigPink","Demon Slayer,Kimetsu no Yaiba,Demon,Nezuko Kamado"
"20201016-3","Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","tsuke",
"20201016-4","Front","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","tabcho",
"20201016-5","Side","","Pink","Pink","Pink","White","0","0","2","1","1","","飛密","Astolfo,Fate/Grand Order"
"20201019-1","Front","Bed,Building","Navy Blue","Red","Navy Blue","White,Ivory","1","1","1,2","1","0","0","瑞葉",
"20201019-10","Front,Side","Bed","Navy Blue","Red","Navy Blue","White","0","2","1,2","1","0","","ばばばばん","Undressing"
"20201019-2","Front,Side","Building","Black","Red","","White","0","0","1","1","0","0","Aarc",
"20201019-3","Front","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","Aarc",
"20201019-4","Front,Side","Wilderness","Gray","White","","Gray","1","0","1","1","0","0","立山夜祈",
"20201019-5","Front,Side","Building,Pool","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","五月雨飴","Animal"
"20201019-6","Front","","White","Red","Light Blue","White","0","0","2","1","0","","しゃちくマン",
"20201019-7","Side,Back","Bed","White","","Navy Blue","White","0","1","0","1","0","","ナカムラスミカゲ","Tears"
"20201019-8","Front","Building,House","Black","Red","Black","Black","1","1","1","1","0","","ナカムラスミカゲ",
"20201019-9","Front","Bed","White","Red","Navy Blue","White","1","1","1","1","0","0","ナカムラスミカゲ","Undressing"
"20201020-0","Side","","Light Blue","Red","Light Blue","White","1","0","2","1","0","","",
"20201020-0","Side","","Light Blue","Red","Light Blue","White","1","0","2","1","0","","蒼華",
"20201020-1","Front","Wilderness","White","Red","Light Blue","Translucent White","0","1","2","1","0","0","Ram","In Water,The Idolmaster: Cinderella Girls,Sae Kobayakawa"
"20201020-2","Front","Wilderness","Navy Blue","Navy Blue","Navy Blue","White","0","0","2","1","0","0","ますめ",
"20201020-3","Front","","Black","Red","Black","White","0","0","2","1","0","","ますめ",
"20201020-4","Front,Side","","White","Yellow","Brown","Brown","1","0","1","1","0","","無添加","Yandere,Weapon"
"20201020-5","Front","","Black","Dim Red","Gray","White","0","0","0","1","0","","ケビンばやし","Weapon"
"20201020-6","Front","School","Navy Blue","Navy Blue","Navy Blue","White","1","1","1","2","0","","もちゆき","Tears,Undressing"
"20201020-7","Bottom","Wilderness","Navy Blue","Navy Blue","Navy Blue","White","1","1","1","1","0","0","もちゆき",
"20201020-8","Front,Top","Building,School","Navy Blue","Navy Blue","Navy Blue","White","1","1","1","1","0","","もちゆき","Tears"
"20201020-9","Front,Side","Wilderness,Building","Navy Blue","Navy Blue","Navy Blue","White","0","1","1","1","0","0","もちゆき","In Water"
"20201021-0","Side","","Navy Blue","Red","/","White","0","2","2","1","0","","meow","Breasts,Undressing"
"20201021-1","Front","","Navy Blue","Blue","Navy Blue","White","0","2","1","1","0","","meow","Breasts,Undressing"
"20201021-2","Front,Side","","Navy Blue","Red","/","Navy Blue","0","2","1","1","0","","meow","Breasts,Undressing,Vagina"
"20201021-3","Front","House","Navy Blue","Red","Navy Blue","White","1","2","2","1","0","","meow","Breasts,Undressing,Intercourse,Penis"
"20201021-4","Side","","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","1","0","","meow",
"20201021-5","Front","","Black","Red","","Navy Blue","1","1","1","1","0","","がいこつ",
"20201021-6","Front","","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","","がいこつ","Undressing"
"20201021-7","Front","","Navy Blue","Red","Navy Blue","White","0","2","1","1","1","","ホクロ流星群","Penis,Male Masturbation,Dialog"
"20201021-8","Side","","Navy Blue","Light Blue","Navy Blue","White","0","2","2","2","1","","ホクロ流星群","Penis,Male Masturbation,Dialog"
"20201021-9","Front,Side,Top,Back","","Navy Blue","Light Blue","Navy Blue","White","0","1","2","2","1","","ホクロ流星群",
"20201022-0","Front","","White","Light Blue","Light Blue","White","0","0","1","1","0","","みなせなぎ",
"20201022-3","Front,Side","","Navy Blue","Light Blue,Pink","Navy Blue","White","0","0","2","1","0","","みなせなぎ",
"20201022-4","Front","Wilderness","Gray","Navy Blue","Gray","White","1","0","2","1","0","0","みなせなぎ",
"20201022-6","Front","","Navy Blue","Light Blue","Navy Blue","White","0","0","1","1","0","","みなせなぎ","Hairdressing"
"20201022-7","Front","Wilderness","White","Red","","Navy Blue","1","0","1","1","0","","みなせなぎ","Confession,Love Letter"
"20201023-0","Front","","Purple","Light Purple","Purple","Purple","0","1","1","1","0","","グリーンナイト","Cat"
"20201023-2","Front,Side","Streets","White","Red","","Navy Blue","","0","1","1","0","2","しぐれうい","Rainfall"
"20201023-3","Front","","Black","Red","Black","White","0","0","1","1","0","","碇 マナツ","The Idolmaster: Cinderella Girls,Chiyo Shirayuki"
"20201023-4","Front","","Navy Blue","Red","Navy Blue","White","1","0","0,1","1","0","","碇 マナツ","K-On!,Sawako Yamanaka,Glasses"
"20201023-5","Front","","Black","White","Black","Black","1","0","1","1","0","","碇 マナツ","K-On!,Ui Hirasawa"
"20201023-6","Side","","Black","White","Black","Black","1","0","1","1","0","","碇 マナツ","K-On!,Manabe Nodoka,Glasses"
"20201023-7","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","碇 マナツ","K-On!,Azusa Nakano"
"20201023-8","Front","","White","Black","Black","White","1","0","2","1","0","","碇 マナツ","K-On!,Tsumugi Kotobuki"
"20201023-9","Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","碇 マナツ","K-On!,Mio Akiyama"
"20201024-0","Front","","Black","Red","Black","White","1","0","0,1","1","0","","碇 マナツ","K-On!,Ritsu Tainaka"
"20201024-1","Front","","Black","White","Black","Black","1","0","1","1","0","","碇 マナツ","K-On!,Yui Hirasawa"
"20201024-2","Front","School","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","M1YU",
"20201024-3","Front,Side","","Navy Blue","Red","","White","1","0","0","1","0","","うみゆかり",
"20201024-4","Front","","Navy Blue","Light Blue","Navy Blue","White","1","0","1,2","1","0","","ふくまゆき",
"20201024-5","Front,Top","School","Navy Blue","Red","Navy Blue","White","0","2","2","1","0","1","skywalker","Undressing,Breasts"
"20201024-6","Front","School","Navy Blue","Red","Navy Blue","White","0","2","2","1","0","1","skywalker","Undressing,Breasts"
"20201024-7","Front","Building","Navy Blue","Red","Navy Blue","WHite","0","0","1","1","0","","M子",
"20201024-8","Front,Side","","Black","Red","","Black","0","0","1","1","0","","しいの遥",
"20201024-9","Front,Bottom","","Black","Red,Purple","Black","White","0","0","0","1","0","","適当緑🥒",
